c,idnew,trtid4,geoid10
2,4960,18089011800,"18089011800"
2,4961,18089011900,"18089011900"
2,4962,18089012000,"18089012000"
11,4963,18089012100,"18089012100"
11,4964,18089012200,"18089012200"
7,4965,18089012300,"18089012300"
5,4966,18089012400,"18089012400"
7,4967,18089012500,"18089012500"
2,4968,18089012600,"18089012600"
7,4969,18089012700,"18089012700"
1,4970,18089012800,"18089012800"
7,4971,18089020100,"18089020100"
7,4972,18089020200,"18089020200"
7,4973,18089020300,"18089020300"
7,4974,18089020400,"18089020400"
7,4975,18089020500,"18089020500"
11,4976,18089020600,"18089020600"
7,4977,18089020700,"18089020700"
11,4978,18089020800,"18089020800"
7,4979,18089020900,"18089020900"
7,4980,18089021000,"18089021000"
7,4981,18089021100,"18089021100"
1,4982,18089021300,"18089021300"
10,4983,18089021400,"18089021400"
1,4984,18089021500,"18089021500"
4,4985,18089021600,"18089021600"
4,4986,18089021700,"18089021700"
4,4987,18089021800,"18089021800"
1,4988,18089021900,"18089021900"
4,4989,18089022000,"18089022000"
10,4990,18089030100,"18089030100"
1,4991,18089030200,"18089030200"
11,4992,18089030300,"18089030300"
7,4993,18089030400,"18089030400"
11,4994,18089030500,"18089030500"
11,4995,18089030600,"18089030600"
9,4996,18089030700,"18089030700"
11,4997,18089030800,"18089030800"
11,4998,18089030900,"18089030900"
11,4999,18089031000,"18089031000"
11,5000,18089040100,"18089040100"
11,5001,18089040200,"18089040200"
11,5002,18089040300,"18089040300"
11,5003,18089040401,"18089040401"
11,5004,18089040402,"18089040402"
3,5005,18089040403,"18089040403"
11,5006,18089040501,"18089040501"
11,5007,18089040502,"18089040502"
11,5008,18089040600,"18089040600"
11,5009,18089040700,"18089040700"
11,5010,18089040801,"18089040801"
3,5011,18089040802,"18089040802"
11,5012,18089040900,"18089040900"
11,5013,18089041001,"18089041001"
11,5014,18089041002,"18089041002"
11,5015,18089041100,"18089041100"
11,5016,18089041200,"18089041200"
11,5017,18089041302,"18089041302"
11,5018,18089041400,"18089041400"
11,5019,18089041500,"18089041500"
3,5020,18089041600,"18089041600"
3,5021,18089041700,"18089041700"
3,5022,18089041800,"18089041800"
11,5023,18089041900,"18089041900"
3,5024,18089042000,"18089042000"
11,5025,18089042100,"18089042100"
11,5026,18089042200,"18089042200"
11,5027,18089042300,"18089042300"
11,5028,18089042401,"18089042401"
11,5029,18089042402,"18089042402"
11,5030,18089042403,"18089042403"
11,5031,18089042501,"18089042501"
11,5032,18089042503,"18089042503"
11,5033,18089042504,"18089042504"
11,5034,18089042505,"18089042505"
11,5035,18089042602,"18089042602"
11,5036,18089042605,"18089042605"
11,5037,18089042606,"18089042606"
11,5038,18089042607,"18089042607"
11,5039,18089042608,"18089042608"
11,5040,18089042609,"18089042609"
11,5041,18089042702,"18089042702"
11,5042,18089042703,"18089042703"
11,5043,18089042704,"18089042704"
11,5044,18089042801,"18089042801"
11,5045,18089042802,"18089042802"
11,5046,18089042901,"18089042901"
11,5047,18089042902,"18089042902"
11,5048,18089043001,"18089043001"
11,5049,18089043002,"18089043002"
11,5050,18089043101,"18089043101"
11,5051,18089043102,"18089043102"
11,5052,18089043201,"18089043201"
11,5053,18089043202,"18089043202"
11,5054,18089043300,"18089043300"
11,5055,18089043401,"18089043401"
11,5056,18089043403,"18089043403"
11,5057,18089043404,"18089043404"
11,5058,18089043405,"18089043405"
11,5059,18111100400,"18111100400"
11,5060,18111100500,"18111100500"
11,5061,18111100600,"18111100600"
11,5062,18111100700,"18111100700"
11,5063,18127050101,"18127050101"
11,5064,18127050103,"18127050103"
11,5065,18127050202,"18127050202"
11,5066,18127050203,"18127050203"
11,5067,18127050300,"18127050300"
11,5068,18127050402,"18127050402"
11,5069,18127050405,"18127050405"
11,5070,18127050407,"18127050407"
11,5071,18127050501,"18127050501"
11,5072,18127050503,"18127050503"
11,5073,18127050505,"18127050505"
11,5074,18127050506,"18127050506"
11,5075,18127050507,"18127050507"
11,5076,18127050508,"18127050508"
11,5077,18127050509,"18127050509"
11,5078,18127050602,"18127050602"
11,5079,18127050603,"18127050603"
11,5080,18127050604,"18127050604"
11,5081,18127050702,"18127050702"
11,5082,18127050703,"18127050703"
11,5083,18127050704,"18127050704"
11,5084,18127050800,"18127050800"
11,5085,18127050900,"18127050900"
9,5086,18127051002,"18127051002"
9,5087,18127051005,"18127051005"
9,5088,18127051006,"18127051006"
9,5089,18127051007,"18127051007"
9,5090,18127051008,"18127051008"
9,5091,18127051101,"18127051101"
9,5092,18127051102,"18127051102"
9,5093,18127980001,"18127980001"
9,5094,34003001000,"34003001000"
7,5095,34003002100,"34003002100"
7,5096,34003002200,"34003002200"
11,5097,34003002300,"34003002300"
9,5098,34003003100,"34003003100"
9,5099,34003003200,"34003003200"
9,5100,34003003300,"34003003300"
7,5101,34003003401,"34003003401"
9,5102,34003003402,"34003003402"
9,5103,34003003500,"34003003500"
9,5104,34003004001,"34003004001"
9,5105,34003004002,"34003004002"
11,5106,34003005000,"34003005000"
9,5107,34003006100,"34003006100"
9,5108,34003006201,"34003006201"
9,5109,34003006202,"34003006202"
9,5110,34003006300,"34003006300"
9,5111,34003007001,"34003007001"
11,5112,34003007002,"34003007002"
11,5113,34003008000,"34003008000"
9,5114,34003009100,"34003009100"
9,5115,34003009200,"34003009200"
8,5116,34003010100,"34003010100"
9,5117,34003010200,"34003010200"
11,5118,34003010300,"34003010300"
11,5119,34003011100,"34003011100"
7,5120,34003011200,"34003011200"
1,5121,34003011300,"34003011300"
4,5122,34003011400,"34003011400"
11,5123,34003012001,"34003012001"
9,5124,34003012002,"34003012002"
11,5125,34003013001,"34003013001"
11,5126,34003013002,"34003013002"
11,5127,34003014000,"34003014000"
11,5128,34003015100,"34003015100"
11,5129,34003015200,"34003015200"
5,5130,34003015300,"34003015300"
7,5131,34003015400,"34003015400"
9,5132,34003015500,"34003015500"
8,5133,34003016000,"34003016000"
8,5134,34003017100,"34003017100"
8,5135,34003017200,"34003017200"
9,5136,34003017300,"34003017300"
9,5137,34003017400,"34003017400"
8,5138,34003017500,"34003017500"
9,5139,34003018100,"34003018100"
9,5140,34003018200,"34003018200"
9,5141,34003019102,"34003019102"
11,5142,34003019103,"34003019103"
11,5143,34003019104,"34003019104"
11,5144,34003019202,"34003019202"
7,5145,34003019203,"34003019203"
7,5146,34003019204,"34003019204"
7,5147,34003019303,"34003019303"
7,5148,34003019304,"34003019304"
7,5149,34003019305,"34003019305"
11,5150,34003019306,"34003019306"
11,5151,34003020100,"34003020100"
7,5152,34003020200,"34003020200"
7,5153,34003021100,"34003021100"
7,5154,34003021200,"34003021200"
9,5155,34003021300,"34003021300"
9,5156,34003021400,"34003021400"
7,5157,34003021500,"34003021500"
1,5158,34003021600,"34003021600"
1,5159,34003022100,"34003022100"
7,5160,34003022200,"34003022200"
7,5161,34003023100,"34003023100"
9,5162,34003023200,"34003023200"
9,5163,34003023301,"34003023301"
9,5164,34003023302,"34003023302"
11,5165,34003023401,"34003023401"
11,5166,34003023402,"34003023402"
11,5167,34003023501,"34003023501"
11,5168,34003023502,"34003023502"
8,5169,34003023601,"34003023601"
9,5170,34003023602,"34003023602"
8,5171,34003024100,"34003024100"
9,5172,34003024200,"34003024200"
7,5173,34003025100,"34003025100"
7,5174,34003025200,"34003025200"
7,5175,34003026100,"34003026100"
9,5176,34003026200,"34003026200"
11,5177,34003027000,"34003027000"
11,5178,34003028001,"34003028001"
11,5179,34003028002,"34003028002"
11,5180,34003029100,"34003029100"
11,5181,34003029200,"34003029200"
11,5182,34003030100,"34003030100"
11,5183,34003030200,"34003030200"
11,5184,34003030300,"34003030300"
11,5185,34003030400,"34003030400"
11,5186,34003031100,"34003031100"
11,5187,34003031200,"34003031200"
9,5188,34003031300,"34003031300"
11,5189,34003031400,"34003031400"
11,5190,34003032102,"34003032102"
11,5191,34003032103,"34003032103"
11,5192,34003032104,"34003032104"
11,5193,34003032201,"34003032201"
9,5194,34003032202,"34003032202"
9,5195,34003033100,"34003033100"
9,5196,34003033200,"34003033200"
11,5197,34003033300,"34003033300"
9,5198,34003034000,"34003034000"
11,5199,34003035100,"34003035100"
11,5200,34003035200,"34003035200"
11,5201,34003036100,"34003036100"
11,5202,34003036200,"34003036200"
11,5203,34003037100,"34003037100"
11,5204,34003037201,"34003037201"
8,5205,34003037202,"34003037202"
8,5206,34003038100,"34003038100"
8,5207,34003038200,"34003038200"
8,5208,34003038300,"34003038300"
9,5209,34003039100,"34003039100"
9,5210,34003039200,"34003039200"
9,5211,34003039300,"34003039300"
9,5212,34003040001,"34003040001"
9,5213,34003040002,"34003040002"
11,5214,34003041100,"34003041100"
11,5215,34003041200,"34003041200"
11,5216,34003041301,"34003041301"
11,5217,34003041302,"34003041302"
11,5218,34003042100,"34003042100"
9,5219,34003042301,"34003042301"
9,5220,34003042302,"34003042302"
7,5221,34003042400,"34003042400"
7,5222,34003042500,"34003042500"
7,5223,34003043001,"34003043001"
9,5224,34003043002,"34003043002"
11,5225,34003044100,"34003044100"
11,5226,34003044201,"34003044201"
11,5227,34003044202,"34003044202"
9,5228,34003045100,"34003045100"
9,5229,34003045200,"34003045200"
9,5230,34003046100,"34003046100"
11,5231,34003046200,"34003046200"
11,5232,34003046300,"34003046300"
11,5233,34003047100,"34003047100"
9,5234,34003047200,"34003047200"
11,5235,34003047300,"34003047300"
9,5236,34003047400,"34003047400"
11,5237,34003047500,"34003047500"
11,5238,34003048100,"34003048100"
11,5239,34003048200,"34003048200"
11,5240,34003049001,"34003049001"
11,5241,34003049002,"34003049002"
1,5242,34003050000,"34003050000"
11,5243,34003051100,"34003051100"
11,5244,34003051200,"34003051200"
7,5245,34003051300,"34003051300"
11,5246,34003051400,"34003051400"
9,5247,34003052100,"34003052100"
9,5248,34003052200,"34003052200"
9,5249,34003053100,"34003053100"
11,5250,34003053200,"34003053200"
11,5251,34003054100,"34003054100"
9,5252,34003054200,"34003054200"
11,5253,34003054300,"34003054300"
11,5254,34003054400,"34003054400"
11,5255,34003054500,"34003054500"
11,5256,34003054600,"34003054600"
11,5257,34003055100,"34003055100"
11,5258,34003055200,"34003055200"
11,5259,34003056100,"34003056100"
11,5260,34003056200,"34003056200"
11,5261,34003057101,"34003057101"
11,5262,34003057102,"34003057102"
11,5263,34003057200,"34003057200"
7,5264,34003058100,"34003058100"
4,5265,34003058200,"34003058200"
7,5266,34003059100,"34003059100"
5,5267,34003059200,"34003059200"
5,5268,34003060000,"34003060000"
5,5269,34003061100,"34003061100"
4,5270,34003061200,"34003061200"
4,5271,34003061300,"34003061300"
1,5272,34003061400,"34003061400"
1,5273,34013000100,"34013000100"
10,5274,34013000200,"34013000200"
1,5275,34013000300,"34013000300"
1,5276,34013000400,"34013000400"
1,5277,34013000500,"34013000500"
1,5278,34013000600,"34013000600"
1,5279,34013000700,"34013000700"
1,5280,34013000800,"34013000800"
2,5281,34013000900,"34013000900"
2,5282,34013001000,"34013001000"
2,5283,34013001100,"34013001100"
2,5284,34013001300,"34013001300"
3,5285,34013001400,"34013001400"
2,5286,34013001500,"34013001500"
2,5287,34013001600,"34013001600"
2,5288,34013001700,"34013001700"
1,5289,34013001800,"34013001800"
1,5290,34013001900,"34013001900"
1,5291,34013002000,"34013002000"
1,5292,34013002100,"34013002100"
1,5293,34013002201,"34013002201"
1,5294,34013002202,"34013002202"
1,5295,34013002300,"34013002300"
1,5296,34013002400,"34013002400"
1,5297,34013002500,"34013002500"
1,5298,34013002600,"34013002600"
1,5299,34013002800,"34013002800"
1,5300,34013003100,"34013003100"
1,5301,34013003500,"34013003500"
1,5302,34013003700,"34013003700"
1,5303,34013003800,"34013003800"
1,5304,34013003900,"34013003900"
1,5305,34013004100,"34013004100"
1,5306,34013004200,"34013004200"
1,5307,34013004300,"34013004300"
1,5308,34013004400,"34013004400"
1,5309,34013004500,"34013004500"
1,5310,34013004600,"34013004600"
4,5311,34013004700,"34013004700"
1,5312,34013004801,"34013004801"
1,5313,34013004802,"34013004802"
1,5314,34013004900,"34013004900"
1,5315,34013005000,"34013005000"
4,5316,34013005100,"34013005100"
11,5317,34013005200,"34013005200"
11,5318,34013005300,"34013005300"
11,5319,34013005400,"34013005400"
11,5320,34013005700,"34013005700"
11,5321,34013006200,"34013006200"
11,5322,34013006400,"34013006400"
4,5323,34013006600,"34013006600"
4,5324,34013006700,"34013006700"
11,5325,34013006800,"34013006800"
11,5326,34013006900,"34013006900"
4,5327,34013007000,"34013007000"
4,5328,34013007100,"34013007100"
4,5329,34013007200,"34013007200"
1,5330,34013007300,"34013007300"
1,5331,34013007400,"34013007400"
4,5332,34013007501,"34013007501"
4,5333,34013007502,"34013007502"
4,5334,34013007600,"34013007600"
1,5335,34013007700,"34013007700"
4,5336,34013007800,"34013007800"
10,5337,34013007900,"34013007900"
10,5338,34013008000,"34013008000"
7,5339,34013008100,"34013008100"
4,5340,34013008200,"34013008200"
6,5341,34013008700,"34013008700"
4,5342,34013008800,"34013008800"
2,5343,34013008900,"34013008900"
2,5344,34013009000,"34013009000"
2,5345,34013009100,"34013009100"
2,5346,34013009200,"34013009200"
1,5347,34013009300,"34013009300"
2,5348,34013009400,"34013009400"
2,5349,34013009500,"34013009500"
2,5350,34013009600,"34013009600"
1,5351,34013009700,"34013009700"
1,5352,34013009900,"34013009900"
1,5353,34013010000,"34013010000"
2,5354,34013010100,"34013010100"
1,5355,34013010200,"34013010200"
2,5356,34013010300,"34013010300"
2,5357,34013010400,"34013010400"
1,5358,34013010500,"34013010500"
1,5359,34013010600,"34013010600"
1,5360,34013010700,"34013010700"
2,5361,34013010800,"34013010800"
3,5362,34013010900,"34013010900"
3,5363,34013011100,"34013011100"
3,5364,34013011200,"34013011200"
3,5365,34013011300,"34013011300"
3,5366,34013011400,"34013011400"
3,5367,34013011500,"34013011500"
2,5368,34013011600,"34013011600"
2,5369,34013011700,"34013011700"
2,5370,34013011800,"34013011800"
2,5371,34013011900,"34013011900"
2,5372,34013012000,"34013012000"
2,5373,34013012100,"34013012100"
2,5374,34013012200,"34013012200"
2,5375,34013012300,"34013012300"
2,5376,34013012400,"34013012400"
11,5377,34013012500,"34013012500"
11,5378,34013012600,"34013012600"
9,5379,34013012700,"34013012700"
11,5380,34013012800,"34013012800"
11,5381,34013012900,"34013012900"
11,5382,34013013000,"34013013000"
9,5383,34013013100,"34013013100"
9,5384,34013013200,"34013013200"
7,5385,34013013300,"34013013300"
7,5386,34013013400,"34013013400"
7,5387,34013013500,"34013013500"
7,5388,34013013600,"34013013600"
7,5389,34013013700,"34013013700"
7,5390,34013013800,"34013013800"
9,5391,34013013900,"34013013900"
11,5392,34013014000,"34013014000"
9,5393,34013014100,"34013014100"
7,5394,34013014200,"34013014200"
7,5395,34013014300,"34013014300"
7,5396,34013014400,"34013014400"
7,5397,34013014500,"34013014500"
7,5398,34013014600,"34013014600"
7,5399,34013014700,"34013014700"
7,5400,34013014800,"34013014800"
7,5401,34013014900,"34013014900"
7,5402,34013015000,"34013015000"
11,5403,34013015100,"34013015100"
11,5404,34013015200,"34013015200"
11,5405,34013015300,"34013015300"
11,5406,34013015400,"34013015400"
11,5407,34013015500,"34013015500"
11,5408,34013015600,"34013015600"
1,5409,34013015700,"34013015700"
1,5410,34013015800,"34013015800"
11,5411,34013015900,"34013015900"
11,5412,34013016000,"34013016000"
1,5413,34013016100,"34013016100"
1,5414,34013016200,"34013016200"
1,5415,34013016300,"34013016300"
11,5416,34013016400,"34013016400"
9,5417,34013016500,"34013016500"
9,5418,34013016600,"34013016600"
7,5419,34013016700,"34013016700"
7,5420,34013016800,"34013016800"
7,5421,34013016900,"34013016900"
7,5422,34013017000,"34013017000"
7,5423,34013017100,"34013017100"
11,5424,34013017200,"34013017200"
2,5425,34013017301,"34013017301"
2,5426,34013017302,"34013017302"
2,5427,34013017400,"34013017400"
1,5428,34013017500,"34013017500"
4,5429,34013017600,"34013017600"
2,5430,34013017700,"34013017700"
2,5431,34013017800,"34013017800"
2,5432,34013017900,"34013017900"
11,5433,34013018000,"34013018000"
2,5434,34013018100,"34013018100"
11,5435,34013018200,"34013018200"
11,5436,34013018300,"34013018300"
11,5437,34013018400,"34013018400"
11,5438,34013018600,"34013018600"
3,5439,34013018700,"34013018700"
3,5440,34013018800,"34013018800"
11,5441,34013018900,"34013018900"
11,5442,34013019000,"34013019000"
11,5443,34013019100,"34013019100"
9,5444,34013019200,"34013019200"
11,5445,34013019300,"34013019300"
9,5446,34013019400,"34013019400"
9,5447,34013019500,"34013019500"
9,5448,34013019600,"34013019600"
9,5449,34013019700,"34013019700"
9,5450,34013019800,"34013019800"
9,5451,34013019900,"34013019900"
11,5452,34013020000,"34013020000"
11,5453,34013020100,"34013020100"
11,5454,34013020200,"34013020200"
11,5455,34013020300,"34013020300"
11,5456,34013020400,"34013020400"
11,5457,34013020500,"34013020500"
11,5458,34013020600,"34013020600"
11,5459,34013020700,"34013020700"
11,5460,34013020800,"34013020800"
11,5461,34013020901,"34013020901"
11,5462,34013020902,"34013020902"
11,5463,34013021000,"34013021000"
11,5464,34013021100,"34013021100"
11,5465,34013021200,"34013021200"
1,5466,34013021300,"34013021300"
1,5467,34013021400,"34013021400"
1,5468,34013021601,"34013021601"
1,5469,34013021602,"34013021602"
1,5470,34013021701,"34013021701"
1,5471,34013021702,"34013021702"
2,5472,34013021801,"34013021801"
2,5473,34013021802,"34013021802"
9,5474,34013021803,"34013021803"
7,5475,34013022700,"34013022700"
7,5476,34013022800,"34013022800"
9,5477,34013022900,"34013022900"
9,5478,34013023000,"34013023000"
9,5479,34013023100,"34013023100"
7,5480,34013023200,"34013023200"
7,5481,34013980100,"34013980100"
8,5482,34013980200,"34013980200"
9,5483,34017000100,"34017000100"
9,5484,34017000200,"34017000200"
8,5485,34017000300,"34017000300"
9,5486,34017000400,"34017000400"
7,5487,34017000500,"34017000500"
7,5488,34017000600,"34017000600"
9,5489,34017000700,"34017000700"
9,5490,34017000800,"34017000800"
8,5491,34017000902,"34017000902"
9,5492,34017001000,"34017001000"
10,5493,34017001100,"34017001100"
10,5494,34017001201,"34017001201"
10,5495,34017001202,"34017001202"
9,5496,34017001300,"34017001300"
7,5497,34017001400,"34017001400"
9,5498,34017001701,"34017001701"
9,5499,34017001800,"34017001800"
9,5500,34017001900,"34017001900"
10,5501,34017002000,"34017002000"
8,5502,34017002200,"34017002200"
7,5503,34017002300,"34017002300"
1,5504,34017002400,"34017002400"
7,5505,34017002700,"34017002700"
1,5506,34017002800,"34017002800"
1,5507,34017002900,"34017002900"
1,5508,34017003000,"34017003000"
4,5509,34017003100,"34017003100"
4,5510,34017003500,"34017003500"
8,5511,34017004000,"34017004000"
9,5512,34017004101,"34017004101"
1,5513,34017004102,"34017004102"
1,5514,34017004200,"34017004200"
9,5515,34017004300,"34017004300"
1,5516,34017004400,"34017004400"
9,5517,34017004500,"34017004500"
1,5518,34017004600,"34017004600"
1,5519,34017004700,"34017004700"
9,5520,34017004800,"34017004800"
2,5521,34017004900,"34017004900"
9,5522,34017005200,"34017005200"
7,5523,34017005300,"34017005300"
7,5524,34017005400,"34017005400"
10,5525,34017005500,"34017005500"
10,5526,34017005600,"34017005600"
8,5527,34017005801,"34017005801"
1,5528,34017005802,"34017005802"
1,5529,34017005900,"34017005900"
7,5530,34017006000,"34017006000"
10,5531,34017006100,"34017006100"
9,5532,34017006200,"34017006200"
8,5533,34017006300,"34017006300"
10,5534,34017006400,"34017006400"
10,5535,34017006500,"34017006500"
9,5536,34017006600,"34017006600"
8,5537,34017006700,"34017006700"
8,5538,34017006800,"34017006800"
10,5539,34017006900,"34017006900"
7,5540,34017007000,"34017007000"
11,5541,34017007100,"34017007100"
7,5542,34017007200,"34017007200"
11,5543,34017007300,"34017007300"
11,5544,34017007400,"34017007400"
11,5545,34017007500,"34017007500"
7,5546,34017007600,"34017007600"
7,5547,34017007700,"34017007700"
11,5548,34017007800,"34017007800"
7,5549,34017010100,"34017010100"
11,5550,34017010200,"34017010200"
11,5551,34017010300,"34017010300"
11,5552,34017010400,"34017010400"
11,5553,34017010500,"34017010500"
11,5554,34017010600,"34017010600"
7,5555,34017010700,"34017010700"
7,5556,34017010800,"34017010800"
11,5557,34017010900,"34017010900"
11,5558,34017011000,"34017011000"
7,5559,34017011100,"34017011100"
7,5560,34017011200,"34017011200"
7,5561,34017011300,"34017011300"
7,5562,34017011400,"34017011400"
7,5563,34017011500,"34017011500"
7,5564,34017011600,"34017011600"
7,5565,34017012300,"34017012300"
7,5566,34017012400,"34017012400"
7,5567,34017012500,"34017012500"
9,5568,34017012600,"34017012600"
7,5569,34017012700,"34017012700"
9,5570,34017012800,"34017012800"
9,5571,34017012900,"34017012900"
9,5572,34017013000,"34017013000"
5,5573,34017013100,"34017013100"
7,5574,34017013200,"34017013200"
7,5575,34017013300,"34017013300"
5,5576,34017013400,"34017013400"
5,5577,34017013500,"34017013500"
5,5578,34017013600,"34017013600"
5,5579,34017013700,"34017013700"
5,5580,34017013800,"34017013800"
5,5581,34017013900,"34017013900"
7,5582,34017014000,"34017014000"
7,5583,34017014101,"34017014101"
9,5584,34017014102,"34017014102"
9,5585,34017014200,"34017014200"
7,5586,34017014300,"34017014300"
5,5587,34017014400,"34017014400"
10,5588,34017014501,"34017014501"
4,5589,34017014502,"34017014502"
4,5590,34017014600,"34017014600"
4,5591,34017014700,"34017014700"
4,5592,34017014800,"34017014800"
4,5593,34017014900,"34017014900"
10,5594,34017015001,"34017015001"
4,5595,34017015002,"34017015002"
4,5596,34017015100,"34017015100"
4,5597,34017015201,"34017015201"
4,5598,34017015202,"34017015202"
4,5599,34017015300,"34017015300"
4,5600,34017015500,"34017015500"
4,5601,34017015600,"34017015600"
4,5602,34017015700,"34017015700"
4,5603,34017015801,"34017015801"
4,5604,34017015802,"34017015802"
4,5605,34017015900,"34017015900"
4,5606,34017016000,"34017016000"
4,5607,34017016100,"34017016100"
5,5608,34017016200,"34017016200"
4,5609,34017016300,"34017016300"
4,5610,34017016400,"34017016400"
4,5611,34017016500,"34017016500"
4,5612,34017016600,"34017016600"
4,5613,34017016700,"34017016700"
4,5614,34017016800,"34017016800"
4,5615,34017016900,"34017016900"
9,5616,34017017000,"34017017000"
10,5617,34017017100,"34017017100"
4,5618,34017017200,"34017017200"
11,5619,34017017300,"34017017300"
10,5620,34017017400,"34017017400"
10,5621,34017017500,"34017017500"
10,5622,34017017600,"34017017600"
10,5623,34017017700,"34017017700"
10,5624,34017017800,"34017017800"
10,5625,34017017900,"34017017900"
11,5626,34017018000,"34017018000"
11,5627,34017018100,"34017018100"
11,5628,34017018200,"34017018200"
10,5629,34017018301,"34017018301"
10,5630,34017018302,"34017018302"
10,5631,34017018400,"34017018400"
10,5632,34017018500,"34017018500"
10,5633,34017018600,"34017018600"
9,5634,34017018701,"34017018701"
9,5635,34017018702,"34017018702"
9,5636,34017018800,"34017018800"
9,5637,34017018900,"34017018900"
4,5638,34017019000,"34017019000"
11,5639,34017019100,"34017019100"
11,5640,34017019200,"34017019200"
11,5641,34017019300,"34017019300"
11,5642,34017019400,"34017019400"
11,5643,34017019800,"34017019800"
11,5644,34017019900,"34017019900"
11,5645,34017020000,"34017020000"
11,5646,34017020100,"34017020100"
11,5647,34017032400,"34017032400"
11,5648,34017980100,"34017980100"
11,5649,34019010100,"34019010100"
11,5650,34019010200,"34019010200"
11,5651,34019010300,"34019010300"
11,5652,34019010400,"34019010400"
11,5653,34019010500,"34019010500"
11,5654,34019010600,"34019010600"
11,5655,34019010701,"34019010701"
11,5656,34019010702,"34019010702"
11,5657,34019010801,"34019010801"
11,5658,34019010802,"34019010802"
11,5659,34019010900,"34019010900"
11,5660,34019011001,"34019011001"
11,5661,34019011002,"34019011002"
11,5662,34019011100,"34019011100"
11,5663,34019011201,"34019011201"
11,5664,34019011202,"34019011202"
11,5665,34019011301,"34019011301"
7,5666,34019011302,"34019011302"
7,5667,34019011303,"34019011303"
9,5668,34019011304,"34019011304"
9,5669,34019011400,"34019011400"
9,5670,34019011500,"34019011500"
7,5671,34019011600,"34019011600"
8,5672,34019011700,"34019011700"
9,5673,34019011800,"34019011800"
8,5674,34019011900,"34019011900"
8,5675,34023000100,"34023000100"
9,5676,34023000200,"34023000200"
9,5677,34023000300,"34023000300"
7,5678,34023000401,"34023000401"
11,5679,34023000403,"34023000403"
11,5680,34023000404,"34023000404"
11,5681,34023000501,"34023000501"
11,5682,34023000502,"34023000502"
9,5683,34023000603,"34023000603"
9,5684,34023000606,"34023000606"
9,5685,34023000608,"34023000608"
11,5686,34023000701,"34023000701"
8,5687,34023000702,"34023000702"
8,5688,34023000801,"34023000801"
8,5689,34023000802,"34023000802"
9,5690,34023000901,"34023000901"
8,5691,34023000902,"34023000902"
8,5692,34023001001,"34023001001"
9,5693,34023001002,"34023001002"
8,5694,34023001100,"34023001100"
8,5695,34023001200,"34023001200"
9,5696,34023001300,"34023001300"
8,5697,34023001409,"34023001409"
8,5698,34023001410,"34023001410"
8,5699,34023001411,"34023001411"
9,5700,34023001412,"34023001412"
9,5701,34023001413,"34023001413"
9,5702,34023001414,"34023001414"
9,5703,34023001415,"34023001415"
9,5704,34023001416,"34023001416"
8,5705,34023001417,"34023001417"
9,5706,34023001502,"34023001502"
11,5707,34023001504,"34023001504"
9,5708,34023001505,"34023001505"
9,5709,34023001506,"34023001506"
11,5710,34023001600,"34023001600"
11,5711,34023001701,"34023001701"
11,5712,34023001702,"34023001702"
11,5713,34023001803,"34023001803"
11,5714,34023001804,"34023001804"
11,5715,34023001805,"34023001805"
9,5716,34023001901,"34023001901"
8,5717,34023001902,"34023001902"
8,5718,34023001903,"34023001903"
9,5719,34023002000,"34023002000"
11,5720,34023002101,"34023002101"
8,5721,34023002102,"34023002102"
9,5722,34023002200,"34023002200"
11,5723,34023002301,"34023002301"
9,5724,34023002302,"34023002302"
7,5725,34023002401,"34023002401"
7,5726,34023002402,"34023002402"
8,5727,34023002500,"34023002500"
9,5728,34023002603,"34023002603"
9,5729,34023002604,"34023002604"
11,5730,34023002605,"34023002605"
11,5731,34023002701,"34023002701"
7,5732,34023002703,"34023002703"
11,5733,34023002805,"34023002805"
7,5734,34023002901,"34023002901"
7,5735,34023002902,"34023002902"
9,5736,34023003001,"34023003001"
7,5737,34023003002,"34023003002"
7,5738,34023003101,"34023003101"
5,5739,34023003102,"34023003102"
5,5740,34023003201,"34023003201"
5,5741,34023003203,"34023003203"
5,5742,34023003300,"34023003300"
4,5743,34023003401,"34023003401"
4,5744,34023003500,"34023003500"
4,5745,34023003600,"34023003600"
4,5746,34023003700,"34023003700"
4,5747,34023003800,"34023003800"
4,5748,34023004000,"34023004000"
9,5749,34023004100,"34023004100"
11,5750,34023004200,"34023004200"
5,5751,34023004300,"34023004300"
4,5752,34023004400,"34023004400"
5,5753,34023004500,"34023004500"
5,5754,34023004600,"34023004600"
5,5755,34023004700,"34023004700"
6,5756,34023004800,"34023004800"
7,5757,34023004900,"34023004900"
9,5758,34023005000,"34023005000"
7,5759,34023005100,"34023005100"
9,5760,34023005200,"34023005200"
9,5761,34023005300,"34023005300"
9,5762,34023005500,"34023005500"
8,5763,34023005601,"34023005601"
9,5764,34023005602,"34023005602"
11,5765,34023005700,"34023005700"
9,5766,34023005800,"34023005800"
11,5767,34023006001,"34023006001"
9,5768,34023006002,"34023006002"
9,5769,34023006101,"34023006101"
11,5770,34023006103,"34023006103"
9,5771,34023006104,"34023006104"
11,5772,34023006203,"34023006203"
9,5773,34023006204,"34023006204"
11,5774,34023006205,"34023006205"
9,5775,34023006206,"34023006206"
9,5776,34023006207,"34023006207"
9,5777,34023006300,"34023006300"
11,5778,34023006403,"34023006403"
11,5779,34023006500,"34023006500"
11,5780,34023006601,"34023006601"
11,5781,34023006604,"34023006604"
